sentiment,preprocessed_text
2,happy bank holiday
2,today mother birthday happy birthday love angel helped time life
2,awaiting watch lfctv 10am liverpool v newcastle game yesterday
0,lol army starfleet rule meant broken job thats get medal
2,wish going st girl tomorrow
0,august getting tired transatlantic flight good carbon footprint
0,hey link didnt work
0,oh pw wrong signing time ur childrens article wrongand neil gaiman tease bea
2,know thats recommend
0,sad statue liberty completely reopen 2 week nyc trip
2,awww wonder ima married shawna damon cute
0,fourteen hour later im having worst allergy flareup life shooting engagement session field night
2,lookingbut let sure lunch week
2,thanks downloaded trial version stuffit worked good advice
0,note self leave macbook pro stupid icurve fell
0,iï½m sorry
0,oouchhhh pinched accident trying fix
2,trying youll right time
0,hey negative primatech handle tube decade longer hero
2,finished dinner yummy
2,dont change site love love pretty
0,blast ing past nt suck badly school
2,ready school absolute wonderful day
0,pffffffffff 100 triumph cuz u gone napping lmao
0,come reminds alot person completely broke heart cause
2,got watching bedtime story love movie
0,oh noooooo im sorry suck hard
2,listening commentary track holiday inn thought id bing crosby black face rest movie cute
0,worried friend
2,dad told music power heal soul sure true
0,schoolmate died heart attack morning barely 35 miss u bally
2,added butt phone home cold love
0,sorry ive typing wrongly usually ive typed wont read ill press enter button
0,fender hiding couch know im getting ready leave isnt happy
0,seriously parent non stop minniapolis newport week weekend san diego miss
2,_d awww glad know little sweet d leigh goodthanks update howie
0,rightwe arguing nothingi thought healthy conversation
0,missed tonight
2,yeah youve got admire take job satisfaction nth degree
0,sigh stayed late cause role w assessment im tired eye r stinging head hurt need 500 word
0,workhillcats game 25 cent hot dog haha
2,plenty food left thanks coming wait picture came
0,dont like dress
0,im happy
2,gon na shower goin hannah montana laterz woo excited
0,thee lady getting retarded
0,wow tired fell asleep exactly start 10pm news 8am
2,happy mothrs day 2 thaa mom outt thr
2,great night friend
2,leg soft watching mommm short day workk
2,happy mother day mum twitter
0,miss friend
0,changed picture soo screwed assignment tomorrow havent started concentrate argh
0,look missed couple hour im sorry ill let know time
2,relax like translated swedish got look comment
2,like methodology
2,hahaha yay emily m cool
2,envy aots
2,want wish mom momstobe happy mother day
2,ok lol think date
2,smiling guy turn speaker smilelife good
0,want qld cold weather killing
0,_mcsupergirl ok finished set u free sooooo mad rite nowit end like dont want bad guy
0,ok brotherdid change num smhyou good dude
0,bored tear boy dad week
0,marina sware god ill end studying french till 2 oclock night againtoo dramasooo sleepy
0,come im uber successful im making mistake im making entirely new one
0,actually hot today sun got hat got tan
2,thanks feedback surreal life surreal oil
0,ran beer left sure eta waiting waiting waiting bleh gon na long nite methinks
2,thanks itll great better soon wallet grubby little hand lol
0,mad traffic
0,nose runny head pounding teeth hurt like man feel awful
2,live dat glamorous life
0,rachael make want
0,yeah talking boring
2,_another_1 yeh imagine good luck
2,happy mommy day mother world
0,want dont want mom brother
2,ooh coffee great idea want
0,barely speak probably thinking weirdo looool sorry x 3
0,tough chik
0,im bummedyoure gon na 30 minute sunday come hear ya
2,working away hopefully stay nice afternoon evening possible bbq weather
2,like time handheld device
2,later happy mother day mother world ï½ god love
0,isnt happy fact hurting today
2,feeling special looking4him guy flower
2,goodnight
0,hurt finger work
2,rachel alexandra belmont appearing vogue best looking model theyve year
2,happy mother day love mom
2,munderday like
2,good morning hun promise glad like em lovely day o
0,1030pm friday night im going bed pathetic
2,thank advice ill work im work
2,mum cake need good luch tomorrow amazing mum day
2,definitely ready plate pancake
0,im sad sad sad thought aunty stina coming looking forward having familyi miss dat im maui
0,sh t im getting sad im currently library j think itll tooooo
2,hi getting tought write today im gon na shopping soo fun isn
2,fantastic jjj question teacher pet
0,oh stink
2,cleaned laundry nail painted productive saturday night
0,
2,_cupcakes plugging 240 fix problem
2,downtown drinking celebrating cavs victory
2,p got ben button today completes best picture nomsgot 5 great year
2,yes like vids
2,best friend away special olympics said gon na bring
0,261c office people melt fighting air fan dont help budget
0,car garage coming anytime soon time heard gearbox problem waiting quote
0,sun attempting increase effort ala said bath couch book immediate future
0,wtf pic isnt showing
0,ahh poor feeeeeet
2,happy mom day
0,nearly forgot pin shouldnt try learn new future lest push vital information
0,im french dont teacher hour left til school end
2,think theyre good probably damn obscurity
0,ummmm idea im friend pissed dont know hate need help britney plz
0,ugh headache wan na home
2,yes 100 minute sims 2 plus season fun fun expansion
0,definition senioritis chem ii calculus good class feel like slackin
2,hard feeling hope like think agree
0,aww dude fair thought point thing
0,chillaxin workman screwed
0,clearly need crack whip
0,pitman south look like business bad
0,headache killen
2,happy mother day x3 mum love
0,strike im
2,yes ily
2,hahah know loved hannah montana movie aweesome
0,long walk heat hate
2,like thatgonna retell
0,ended going left knee killing think pushed yesterday
0,woke hour nap headache medication time
0,feel disappointedmahirap talaga magsupervise ng tao
2,thats great bastos im happy gon na mabaho leg celebrate haha
0,ya prob dont want
2,stellar 2 look great
0,im impressed rain bank holiday stil free day college
0,hahahahayeah mess crossing kneeling bit called outjoking
0,cleaned follower list blocked girl look like spammer
2,advise watching cinema sure effect worth monster tv home
0,dumb losing follower
0,havent ben n sorry im bac hit hup
2,im andrew long fun day
2,afternoon office cubicle moved yippie te surviving good
2,20 hugh happy trail
0,pic wont load twitter
2,glad happy
0,hell awake early
0,man tha mojitos earlier got feelin type funny hope dont sick
0,oops spent lol 50 quid gone
0,1 thing suck holiday worrying pet cat tgthr cat resort jonesy wont company dadinlaw
0,paradise fly catcher abandoned nest starting gon na b tough
2,thank google adsense payment aussie dollar wasnt strong
0,fear spaceship long earth stranded edwin highway smoke
2,sound awesome wish way afford fun
0,battery low boooooooo palm spring ca
0,_kat ive begged mum lt attic wont let waaa yes spoilt hehe
2,thats great hug
2,thanks ff wink
0,downhill labor day
0,morning rush forum shoutbox overheat bcoz campaign flying skirt
0,u dont right sick newt freezer aweful x
0,bad im programmer company
2,great night hangin family mom dad loved extra company tonight wait frc pcola tomorrow
0,bored day 2 talk 2 missing bf kiss hols dont wan na 2 skool
0,id bad im tennessee
0,smackdown lot boring maria
0,join shopping work weekend degree seperation confsuing
0,hathe potential loss finger think po charge proof
2,tinyï½s thinking thought smile caught radio big daft grin face
0,dang look like sigh 35mins shower 10mins ready
2,justin timberlake totally rocked snl tonight ooh happy mother day hallmark mkting tool
0,_wst wheater austria bad weekend sorry
2,gah got song itunes im happy theyre awesome
2,true u downloaded tweetdeck literally amazing
2,_47 hey watch dont post advert twitter feed wouldnt normally follow blog interesting
2,happy mother day mommy exspecially love mommy
2,tafe actually good
0,want drag hell feeling friend w
2,glad having blast
0,feel headache growing
0,hi im ok feeling great
0,ooow look painful poor bb
0,think mowing lawn allowed teenager suck mow
2,happy mother day hope awesome dayand good rest night
0,tribe r extinct blame mc donalds
2,funny loved fell haha
2,wish gave kiss
2,nice meet ya
0,
0,saaaaaaid haha kinda make sad
0,hateeee history rock
0,yes yes nut like rich tut x
2,sunday morning bird chirping hoping best praying best
2,itunes upgrade reset playcount zero know 143 hasta siempre version liked best
2,_deen look like delicious recipe try tonite
2,water plant headed farm dont popcorn goat katnip looking good saddle
2,sound good fun
0,raised price work mean people tipping yay
0,feeling eye burnedfried 10 hour attached screen uploading new summer clothing store
0,hahah im way lazy check phone ooo michells wtaching recruit
2,oh dear late good ol michigan look forward chatting wakeful hour overlap
0,ooooh im jealous try saturday exam monday im gon na fail
2,goodnight ipod old mp3 playerwell long hold
2,1300 kickoff red car hopefully
0,sorry member preview sold awhile open noon general public
2,fell austin taura hanafiah morreee shoott guy shouldnt look yumm hahaha
0,happy mother day mum
2,love printer decided print black marbled 1hr interview new work morning
0,_eliza ohhhh make sense 8d need reread lotr trilogy lost book long time ago im sad
0,sneezed time quick succession record
0,coach say come way faster alot people oh yeah who man ohh sore
2,o_o thats cool dang ihave clean room lol good luck wthose job gurl
0,gift honesty box message discontinued abuse hehe dalï½ï½ facebookovï½ aplikace na hovno
0,set chuck bass new york palace hotel bad werent filming today
0,come car thing suck feel anxious yucky
2,love come visit korea flight 100
2,downloaded music hour love happens
0,wow spam covered mine enlargement stuff
0,nah dont finish til yearrrr u stayin bad news graduation
2,love comeback stay tuned fellow follow people youll turn follower
0,school im gon na miss bunch people
0,voted
0,hot texas ac upstairs broken hot house
0,headache heat
0,want ring cost 2 dam credit crunch
0,im disgusted assumption happened harlem night 100 correct reading story
2,extremely clever dear
0,sunny im bored sad text
0,installed office mac messed font safari stick help read solution online badmicrosoft
2,aww thats sweet glad shes home happy mother day
2,cheer mate getting wednesday ok incredibly wealthy man
2,listening band recommended sarrah like friday night boy 3
2,precisely follower important feel explains bit
2,sound like good compromise
0,gave info im sad
0,im jumping nearest bridge
2,im going amsterdam wait
0,say miss plurking
2,oh bring soufflï½ home im delicious philly favs
